symbol,name,exchange,breakout_date,breakout_close,breakout_ma250,breakout_premium_pct,latest_date,latest_close,latest_ma250,latest_premium_pct,sessions_since_breakout,signal_type
AIN,Albany International Corporation Common Stock,NYSE,2026-09-02,58.779998779296875,58.7498399810791,0.0513342644464787,2026-09-02,58.779998779296875,58.7498399810791,0.0513342644464787,0,today
AKA,a.k.a. Brands Holding Corp. Common Stock,NYSE,2026-09-02,10.920000076293944,10.90373600769043,0.1491605133510543,2026-09-02,10.920000076293944,10.90373600769043,0.1491605133510543,0,today
ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,2026-09-02,110.7699966430664,110.4321600036621,0.3059223322201543,2026-09-02,110.7699966430664,110.4321600036621,0.3059223322201543,0,today
ALLY,Ally Financial Inc. Common Stock,NYSE,2026-09-02,42.65999984741211,42.314680099487305,0.8160755253564744,2026-09-02,42.65999984741211,42.314680099487305,0.8160755253564744,0,today
ACFN,"Acorn Energy, Inc. - Common Stock",NASDAQ,2026-09-02,19.530000686645508,19.352560009002687,0.916884781963101,2026-09-02,19.530000686645508,19.352560009002687,0.916884781963101,0,today
ALV,"Autoliv, Inc. Common Stock",NYSE,2026-09-02,121.16999816894533,119.66952005004885,1.2538515390292826,2026-09-02,121.16999816894533,119.66952005004885,1.2538515390292826,0,today
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ,2026-09-02,19.8799991607666,19.47076001358032,2.101813934848185,2026-09-02,19.8799991607666,19.47076001358032,2.101813934848185,0,today
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ,2026-09-02,23.739999771118164,23.231999992370607,2.1866381668146806,2026-09-02,23.739999771118164,23.231999992370607,2.1866381668146806,0,today
AFYA,Afya Limited - Class A Common Shares,NASDAQ,2026-09-02,14.90999984741211,14.59067999649048,2.1885193219125965,2026-09-02,14.90999984741211,14.59067999649048,2.1885193219125965,0,today
AEBI,Aebi Schmidt Holding AG - Common Stock,NASDAQ,2026-09-02,12.800000190734863,12.493160011291504,2.4560653923109355,2026-09-02,12.800000190734863,12.493160011291504,2.4560653923109355,0,today
AMPY,Amplify Energy Corp. Common Stock,NYSE,2026-09-01,4.989999771118164,4.965160022735596,0.5002809228469296,2026-09-02,5.0,4.969200022697449,0.619817619775187,1,recent_week
AN,"AutoNation, Inc. Common Stock",NYSE,2026-09-01,204.0800018310547,203.6436400756836,0.214277133923213,2026-09-02,205.83999633789065,203.56436004638672,1.1178952401026176,1,recent_week
